"coverageStatus","generationBucket","referenceStatus","coverageSource","graceSku","websiteSku","family","productGroupSlug","itemName","color","capacity","capacityMl","applicator","capStyle","capColor","materialBucket","currentImageUrl","currentImageUrlCapOff","coverageEvidenceUrl","referenceSource","referencePath","referenceUrl","productUrl","missingPromptFields"
"needs_generation","generate_from_local_reference","local_reference_ready","none","GB-SLK-CLR-5ML-ROL-SGLD","GBSleek5RollGlSh","Sleek","","Sleek design 5ml, 1/6oz Clear glass bottle with plastic roller ball plug and shiny gold cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, Small sized bottle for decants, promotion, samples and travel a","Clear","5 ml (0.17 oz)","5","Plastic Roller Ball","Screw Cap","Shiny Gold","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBSleek5RollGlSh.gif","","","madison-masters-2080x2288-all-families-2026-05-08","/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/sleek/sleek-5ml-plastic-roller-ball/cap-on/GB-SLK-CLR-5ML-ROL-SGLD.png","","https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-plastic-roller-ball-plug-shiny-gold-cap",""
"covered","covered_existing_media","not_needed","convex_shopify_cdn","GB-CYL-AMB-9ML-MRL-MSLV","GBCylAmb9MtlRollMattSl","Cylinder","","Cylinder design 9ml,1/3 oz amber glass bottle with metal roller ball plug and matte silver cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Price each","Amber","9 ml (0.3 oz)","9","Metal Roller Ball","Roll-On","Matte Silver","amber","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779613980499_sz2r0p.png?v=1779627563","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779613980499_sz2r0p.png?v=1779627563","","","","https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-metal-roller-ball-matte-silver-cap",""
"covered","covered_existing_media","not_needed","convex_shopify_cdn","GB-CYL-CLR-9ML-T-25","GBCyl9SpryShSl","Cylinder","","Cylinder design 9ml,1/3 oz clear glass bottle with fine mist sprayer with shiny silver trim and plastic overcap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Price each","Clear","9 ml (0.3 oz)","9","Fine Mist Sprayer","Tall","Clear","clear","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779533130838_9im5wk_a1daaa19-47a8-45f7-8162-1d729801d5ac.png?v=1779534333","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779533130838_9im5wk_a1daaa19-47a8-45f7-8162-1d729801d5ac.png?v=1779534333","","","","https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-sprayer-shiny-silver-trim-and-cap",""
"covered","covered_existing_media","not_needed","convex_shopify_cdn","GB-CIR-FRS-100ML-ASP-RED","GBCrclFrst100AnSpRed","Circle","","Circle design 100 ml, 3 1/2oz frosted glass bottle with red vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beaut","Frosted","100 ml (3.38 oz)","100","Vintage Bulb Sprayer","Spray","Red","frosted","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779593145212_mgt8xi.png?v=1779593583","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779593145212_mgt8xi.png?v=1779593583","","","","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-red-vintage-style-bulb-sprayer-shiny-silver-collar-cap",""
"needs_generation","generate_from_local_reference","local_reference_ready","none","LB-SLM-CLR-30ML-LPM-SGLD","LBSlm30LtnShnGl","Slim","","Slim design 30 ml, 1oz clear glass bottle with shiny gold lotion pump. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Slim design bottle is a family of bottles available 3","Clear","30 ml (1.01 oz)","30","Lotion Pump","Screw Cap","Shiny Gold","clear","https://www.bestbottles.com/images/store/enlarged_pics/LBSlm30LtnShnGl.gif","","","madison-masters-2080x2288-all-families-2026-05-08","/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/slim/slim-30ml-lotion-pump/cap-on/LB-SLM-CLR-30ML-LPM-SGLD.png","","https://www.bestbottles.com/product/slim-design-30-ml-glass-bottle-shiny-gold-lotion-pump-and-cap",""
"needs_generation","generate_from_local_reference","local_reference_ready","none","GB-CYL-CLR-28ML-RBL","GBRoll28Blk","Cylinder","","Cylinder style 28 ml bottle with plastic roller ball plug and black cap. For use with fragrances, oils, massage oils, light lotions and ointments. Roll-on plug has a large roller ball. Price Each","Clear","28 ml (0.95 oz)","28","Plastic Roller Ball","Roll-On","Clear","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBCyl28RollBlk.gif","","","legacy-reference","/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/aios-shopify-pdp-images/00-input/legacy-reference/legacy-products/images/GB-CYL-CLR-28ML-RBL__GBRoll28Blk__legacy-reference__v001.gif","","https://www.bestbottles.com/product/cylinder-style-28-ml-glass-bottle-plastic-roll-on-and-black-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","ACC-FNL-SLV","FunnelMetalSl","Tool","","Small Silver Metal Funnel.","Silver","0 ml (0 oz)","0","","Screw Cap","Silver","silver","https://www.bestbottles.com/images/store/enlarged_pics/FunnelMetalSl.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/best-bottles/reference-images/ACC-FNL-SLV__FunnelMetalSl__pdp-main__v001.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/Funnel-Small-Metal-Silver","applicator"
"covered","covered_existing_media","not_needed","convex_shopify_cdn","GB-DVA-CLR-46ML-RDC-LBLT","GBDiva46RdcrLBrwnLthr","Diva","","Diva design 46 ml, 1.64oz  clear glass bottle  with reducer and light brown faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Our Classic Diva bottle family is available in 30ml, 46ml and 100ml. Price","Clear","46 ml (1.56 oz)","46","Reducer","Faux Leather","Light Brown Leather","clear","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779507965750_zg3nfe.png?v=1779508406","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779507965750_zg3nfe.png?v=1779508406","","","","https://www.bestbottles.com/product/diva-design-46-ml-glass-bottle-reducer-light-brown-faux-leather-cap",""
"needs_generation","generate_from_local_reference","local_reference_ready","none","GB-SLK-CLR-5ML-ROL-SSLV","GBSleek5RollSlSh","Sleek","","Sleek design 5ml, 1/6oz Clear glass bottle with plastic roller ball plug and shiny silver cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, Small sized bottle for decants, promotion, samples and travel","Clear","5 ml (0.17 oz)","5","Plastic Roller Ball","Roll-On","Shiny Silver","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBSleek5RollSlSh.gif","","","madison-masters-2080x2288-all-families-2026-05-08","/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/sleek/sleek-5ml-plastic-roller-ball/cap-on/GB-SLK-CLR-5ML-ROL-SSLV.png","","https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-plastic-roller-ball-plug-shiny-silver-cap",""
"covered","covered_existing_media","not_needed","convex_shopify_cdn","GB-CYL-AMB-9ML-MRL-PKDT","GBCylAmb9MtlRollPnkDot","Cylinder","","Cylinder design 9ml,1/3 oz amber glass bottle with metal roller ball plug and pink dot cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Price each","Amber","9 ml (0.3 oz)","9","Metal Roller Ball","Dot Cap","Pink Dotted","amber","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779614038708_tmixwc.png?v=1779627559","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779614038708_tmixwc.png?v=1779627559","","","","https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-metal-roller-ball-pink-dot-cap",""
"covered","covered_existing_media","not_needed","convex_shopify_cdn","GB-CYL-CLR-9ML-T-24","GBCyl9SpryRd","Cylinder","","Cylinder design 9ml,1/3 oz clear glass bottle with fine mist sprayer with red trim and plastic overcap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Price each","Clear","9 ml (0.3 oz)","9","Fine Mist Sprayer","Tall","Clear","clear","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779533183087_wypr4i.png?v=1779534329","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779533183087_wypr4i.png?v=1779534329","","","","https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-sprayer-red-trim-and-cap",""
"covered","covered_existing_media","not_needed","convex_shopify_cdn","GB-CIR-FRS-100ML-ASP-MSLV","GBCrclFrst100AnSpMtSl","Circle","","Circle design 100 ml, 3 1/2oz frosted glass bottle with matte silver vintage style sprayer with matte silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the b","Frosted","100 ml (3.38 oz)","100","Vintage Bulb Sprayer","Spray","Matte Silver","frosted","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779593200612_ckngd0.png?v=1779593579","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779593200612_ckngd0.png?v=1779593579","","","","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap",""
"needs_generation","generate_from_local_reference","local_reference_ready","none","LB-SLM-CLR-30ML-LPM-MSLV","LBSlm30LtnMtSl","Slim","","Slim design 30 ml, 1oz clear glass bottle with matte silver lotion pump. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Slim design bottle is a family of bottles available","Clear","30 ml (1.01 oz)","30","Lotion Pump","Pump","Matte Silver","clear","https://www.bestbottles.com/images/store/enlarged_pics/LBSlm30LtnMtSl.gif","","","madison-masters-2080x2288-all-families-2026-05-08","/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/slim/slim-30ml-lotion-pump/cap-on/LB-SLM-CLR-30ML-LPM-MSLV.png","","https://www.bestbottles.com/product/slim-design-30-ml-glass-bottle-matte-silver-lotion-pump-and-cap",""
"covered","covered_existing_media","not_needed","convex_shopify_cdn","GB-BSR-CLR-30ML-RBL-MBLK","GBBstn1ozRollonMattBlk","Boston Round","","Boston round design 30ml, 1oz Clear glass bottle with plastic roller ball plug and matte black cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable bottle with large, 12mm diameter roller ball. Price each","Clear","30 ml (1.01 oz)","30","Plastic Roller Ball","Roll-On","Matte Black","clear","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779650988053_aqmyuj_854a4015-888a-44bd-ae38-4f605fda5c0c.png?v=1779661081","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779650988053_aqmyuj_854a4015-888a-44bd-ae38-4f605fda5c0c.png?v=1779661081","","","","https://www.bestbottles.com/product/boston-round-design-1-oz-clear-glass-bottle-plastic-roller-ball-matte-black-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","ACC-FNL-02","Plastic","Tool","","Small plastic funnel.","","0 ml (0 oz)","0","","","","unknown","https://www.bestbottles.com/images/store/enlarged_pics/Plastic Funnels.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/paper-doll/master_corrected_1779533295423_48yl9k.png","generated_images","","","https://www.bestbottles.com/product/Funnel-Plastic-small","applicator;capStyle;capColor"
"covered","covered_existing_media","not_needed","convex_shopify_cdn","GB-DVA-CLR-46ML-RDC-SSLV","GBDiva46RdcrShnSl","Diva","","Diva design 46 ml, 1.64oz  clear glass bottle  with reducer and shiny silver cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Our Classic Diva bottle family is available in 30ml, 46ml and 100ml. Price each","Clear","46 ml (1.56 oz)","46","Reducer","Screw Cap","Shiny Silver","clear","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779508020892_ny8gwh.png?v=1779508402","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779508020892_ny8gwh.png?v=1779508402","","","","https://www.bestbottles.com/product/diva-design-46-ml-glass-bottle-reducer-shiny-silver-cap",""
"needs_generation","generate_from_local_reference","local_reference_ready","none","GB-SLK-CLR-5ML-ROL-PKDT","GBSleek5RollPinkDot","Sleek","","Sleek design 5ml, 1/6oz Clear glass bottle with plastic roller ball plug and pink cap with dots. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, Small sized bottle for decants, promotion, samples and trav","Clear","5 ml (0.17 oz)","5","Plastic Roller Ball","Dot Cap","Pink Dotted","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBSleek5RollPinkDot.gif","","","madison-masters-2080x2288-all-families-2026-05-08","/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/sleek/sleek-5ml-plastic-roller-ball/cap-on/GB-SLK-CLR-5ML-ROL-PKDT.png","","https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-plastic-roller-ball-plug-pink-cap-with-dots",""
"covered","covered_existing_media","not_needed","convex_shopify_cdn","GB-CYL-AMB-9ML-MRL-SBLK","GBCylAmb9MtlRollShBlk","Cylinder","","Cylinder design 9ml,1/3 oz amber glass bottle with metal roller ball plug and shiny black cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Price each","Amber","9 ml (0.3 oz)","9","Metal Roller Ball","Roll-On","Shiny Black","amber","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779614090893_fg74u5.png?v=1779627555","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779614090893_fg74u5.png?v=1779627555","","","","https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-metal-roller-ball-shiny-black-cap",""
"covered","covered_existing_media","not_needed","convex_shopify_cdn","GB-CYL-CLR-9ML-T-26","GBCyl9SpryTur","Cylinder","","Cylinder design 9ml,1/3 oz clear glass bottle with fine mist sprayer with turquoise trim and plastic overcap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Price each","Clear","9 ml (0.3 oz)","9","Fine Mist Sprayer","Tall","Clear","clear","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779533242577_nat6b4.png?v=1779534325","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779533242577_nat6b4.png?v=1779534325","","","","https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-sprayer-turquoise-trim-and-cap",""
"covered","covered_existing_media","not_needed","convex_shopify_cdn","GB-CIR-FRS-100ML-ASP-WHT","GBCrclFrst100AnSpWht","Circle","","Circle design 100 ml, 3 1/2oz frosted glass bottle with white vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the bea","Frosted","100 ml (3.38 oz)","100","Vintage Bulb Sprayer","Spray","White","frosted","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779593254873_77po4x.png?v=1779593575","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779593254873_77po4x.png?v=1779593575","","","","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-white-vintage-style-bulb-sprayer-shiny-silver-collar-cap",""
"needs_generation","generate_from_local_reference","local_reference_ready","none","LB-SLM-CLR-30ML-LPM-MGLD","LBSlm30LtnMtGl","Slim","","Slim design 30 ml, 1oz clear glass bottle with matte gold lotion pump. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Slim design bottle is a family of bottles available 3","Clear","30 ml (1.01 oz)","30","Lotion Pump","Screw Cap","Matte Gold","clear","https://www.bestbottles.com/images/store/enlarged_pics/LBSlm30LtnMtGl.gif","","","madison-masters-2080x2288-all-families-2026-05-08","/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/slim/slim-30ml-lotion-pump/cap-on/LB-SLM-CLR-30ML-LPM-MGLD.png","","https://www.bestbottles.com/product/slim-design-30-ml-glass-bottle-matte-gold-lotion-pump-and-cap",""
